nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
VELOZO BORGES,Manoel Velozo Borges,1885-04-11,1959-04-30,,,2756,Masculino,36,36,,
SILVA LEAL,João da Silva Leal,1879-09-10,1963-01-29,,CE,2707,Masculino,36,38,,
GODOFREDO MENEZES,Godofredo Costa Menezes,1890-06-10,1954-01-11,,ES,2718,Masculino,36,36,,
GUILHERME PLASTER,Guilherme Plaster,1887-03-22,,,,2814,Masculino,36,36,,
MÁRIO CHERMONT,Mário Midosi Chermont,1889-09-28,1951-05-06,,DF,4809,Masculino,36,37,,
FLORINDO PEREIRA DA SILVA,FLORINDO PEREIRA DA SILVA,,,,,130233,Masculino,36,36,,
MÁRIO CAIADO,Mário de Alencastro Caiado,1876-12-16,1948-01-07,,GO,2721,Masculino,36,36,,
CARDOSO DE MELLO,Oswaldo Luiz Cardoso de Mello,1897-03-12,1968-09-15,,RJ,2784,Masculino,36,36,,
JOAQUIM MAGALHÃES,Joaquim Pimenta de Magalhães,1885-12-25,,,,2747,Masculino,36,36,,
WALTER GOSLING,Walter James Gosling,1897-12-26,,,MG,4646,Masculino,36,36,,
MARTINS VERAS,Francisco Martins Veras,1905-10-26,,,RN,4730,Masculino,36,37,,
EWALD POSSOLO,Ewald da Silva Possolo,1898-10-15,1958-08-28,,DF,130232,Masculino,36,36,,
ARGEMIRO DORNELES,Argemiro Dornelles,1887-01-03,1945-11-21,,RS,4561,Masculino,36,36,,
CUNHA MELLO,Leopoldo Tavares da Cunha Mello,1891-12-10,1962-01-18,,PE,4609,Masculino,36,36,,
CRISTOVÃO BARCELOS,Christovão de Castro Bascellos,1883-07-25,,,RJ,2785,Masculino,36,36,,
ALÍPIO COSTALLAT,José Alípio de Carvalho Costallat,1886-12-16,1965-08-09,,DF,130264,Masculino,36,37,,
LEANDRO PINHEIRO,Leandro do Nascimento Pinheiro,1893-05-23,1963-02-28,,PA,2748,Masculino,36,36,,
NEGRÃO DE LIMA,Francisco Negrão de Lima,1901-08-24,1981-10-26,,,2742,Masculino,36,37,,
GASPAR SALDANHA,Gaspar Sant'Anna Saldanha,1888-03-14,1962-08-02,,RS,2779,Masculino,36,36,,
NILO ALVARENGA,Benedito Nilo de Alvarenga,1884-11-12,,,RJ,4694,Masculino,36,37,,
NERO DE MACEDO,Nero de Macedo Carvalho,,1961-09-19,,,2722,Masculino,36,36,,
ARISTOTELES RIBEIRO DE MELO,ARISTOTELES RIBEIRO DE MELO,,,,,130229,Masculino,36,36,,
ARNOLD SILVA,Arnold Ferreira da Silva,1894-08-03,1965-06-08,1200302,AC,2694,Masculino,36,37,,
ÁLVARO MAIA,Álvaro Botelho Maia,1893-02-19,1969-05-04,1301704,AM,130300,Masculino,36,36,,
MOURA CARVALHO,Luiz Geolás de Moura Carvalho,1906-07-25,1988-09-13,1501402,PA,4878,Masculino,36,38,,
VEIGA CABRAL,Rodrigo da Veiga Cabral,1889-09-28,1961-01-15,1501402,PA,4637,Masculino,36,36,,
CLEMENTINO LISBOA,Clementino de Almeida Lisboa,1878-01-23,1957-03-07,1501402,PA,4704,Masculino,36,37,,
MARTINS E SILVA,Luís Martins e Silva,1898-11-05,,1504901,PA,130274,Masculino,36,37,,
LINO MACHADO,Lino Rodrigues Machado,1892-07-02,1958-09-21,2102200,MA,4926,Masculino,36,38,,
GODOFREDO VIANA,Godofredo Mendes Viana,1878-06-14,1944-08-12,2103307,MA,2725,Masculino,36,37,,
CARLOS REIS,Carlos Humberto Reis,1885-11-15,1946-02-08,2110500,MA,4698,Masculino,36,37,,
FREIRE DE ANDRADE,Francisco Freire de Andrade,1888-09-21,,2211001,PI,4727,Masculino,36,37,,
HUMBERTO MOURA,Humberto Sales de Moura Ferreira,1900-08-17,1970-08-24,2300200,CE,130451,Masculino,36,39,,
LEÃO SAMPAIO,Leão Sampaio,1897-02-06,1988-11-24,2301901,CE,131449,Masculino,36,44,,
VALDEMAR FALCÃO,Waldemar Cromwell do Rego Falcão,1895-01-25,1946-10-02,2302107,CE,2708,Masculino,36,37,,
LUÍS SUCUPIRA,Luís Cavalcanti Sucupira,1901-05-11,1997-07-11,2304400,CE,4803,Masculino,36,37,,
ABELARDO MARINHO,Abelardo Marinho de Albuquerque Andrade,1892-10-27,1968-06-12,2304400,CE,2834,Masculino,36,37,,
ÁTILA AMARAL,Átila Barreira do Amaral,1886-12-15,1951-08-03,2304400,CE,2696,Masculino,36,37,,
MILTON DE CARVALHO,Milton de Souza Carvalho,1885-08-30,,2305803,CE,4625,Masculino,36,36,,
FERNANDES TÁVORA,Manoel do Nascimento Fernandes Távora,1877-03-21,1973-09-23,2306900,CE,130365,Masculino,36,38,,
XAVIER DE OLIVEIRA,Antônio Xavier de Oliveira,1892-10-09,1953-02-06,2307304,CE,4677,Masculino,36,37,,
JEHOVAH MOTTA,Jeohvah Motta,1907-02-12,1992-02-01,2307700,CE,2704,Masculino,36,37,,
PONTES VIEIRA,João Jorge de Pontes Vieira,1894-06-14,1944-07-26,2307700,CE,4595,Masculino,36,36,,
KERGINALDO CAVALCANTI,Kerginaldo Cavalcanti de Albuquerque,1895-01-11,1984-09-24,2408102,RN,4606,Masculino,36,36,,
ALBERTO ROSELLI,Alberto Roselli,1886-03-17,1966-07-23,2408102,RN,4660,Masculino,36,37,,
FERREIRA DE SOUZA,José Ferreira de Souza,1899-09-10,1975-05-14,2411205,RN,4782,Masculino,36,37,,
HERECTIANO ZENAIDE,Herectiano Zenaide,1887-09-25,1971-12-13,2500304,PB,4751,Masculino,36,37,,
ODON BEZERRA,Odon Bezerra Cavalcanti,1901-05-20,1949-08-12,2501500,PB,4816,Masculino,36,37,,
VASCO TOLEDO,Vasco Carvalho de Toledo,1901-10-26,,2501500,PB,4643,Masculino,36,36,,
ADOLFO SOARES,Adolpho Eugênio Soares Filho,1874-09-06,1967-05-08,2507507,PB,2723,Masculino,36,36,,
JOSÉ DE BORBA,José de Borba Vasconcellos,1885-09-23,1963-11-05,2507507,PB,130355,Masculino,36,38,,
PEREIRA LIRA,José Pereira Lira,1898-08-23,1985-05-31,2507507,PB,4789,Masculino,36,37,,
IRINEU JOFFILY,Irineu Joffily,1886-09-14,,2512002,PB,2753,Masculino,36,36,,
ARRUDA CÂMARA,Alfredo de Arruda Camara,1905-12-08,1970-02-21,2600104,PE,131159,Masculino,36,43,,
OSÓRIO BORBA,José Osório de Moraes Borba,1900-01-16,1960-11-06,2600708,PE,130620,Masculino,36,40,,
ALDE SAMPAIO,Alde Feijó Sampaio,1894-05-13,1987-03-13,2604205,PE,131157,Masculino,36,43,,
ARRUDA FALCÃO,Joaquim de Arruda Falcão,1881-07-27,1950-08-31,2605202,PE,4589,Masculino,36,36,,
MANOEL NOVAES,Manoel Cavalcanti Novaes,1908-03-06,1992-01-23,2605707,PE,132017,Masculino,36,47,,
PEREIRA CARNEIRO,Ernesto Pereira Carneiro,1877-04-14,1954-01-21,2607901,PE,4719,Masculino,36,37,,
JOSÉ DE SÁ,José de Sá Bezerra Cavalcanti,1892-09-29,1976-08-05,2610905,PE,2765,Masculino,36,36,,
THOMAZ LOBO,Thomaz de Oliveira Lobo,1888-08-01,1974-01-27,2611606,PE,2766,Masculino,36,36,,
JONES ROCHA,João Jones Gonçalves da Rocha,1898-01-07,1950-10-06,2611606,PE,4594,Masculino,36,36,,
BARRETO CAMPELO,Francisco Barreto Rodrigues Campello,1888-01-03,,2611606,PE,2763,Masculino,36,36,,
JOÃO ALBERTO,João Alberto Lins de Barros,1897-07-16,1955-01-26,2611606,PE,4585,Masculino,36,36,,
FERREIRA NETO,Antonio Ferreira Netto,1881-04-20,,2611606,PE,2812,Masculino,36,36,,
OLEGÁRIO MARIANO,Olegário Mariano Carneiro da Cunha,1889-03-24,1958-11-28,2611606,PE,4818,Masculino,36,37,,
AUGUSTO CAVALCANTI,Augusto Cavalcanti de Albuquerque,1878-09-21,1935-07-30,2616407,PE,2762,Masculino,36,36,,
MELO MACHADO,Antônio de Melo Machado,1878-04-20,1950-06-14,2704302,AL,4675,Masculino,36,37,,
SAMPAIO COSTA,Armando Sampaio Costa,1893-06-18,1971-11-12,2704302,AL,4680,Masculino,36,37,,
VALENTE DE LIMA,José Affonso Valente de Lima,,1958-07-01,2704708,AL,2688,Masculino,36,37,,
GUEDES NOGUEIRA,Álvaro Guedes Nogueira,1898-05-09,1951-10-13,2708600,AL,4551,Masculino,36,36,,
ISIDRO DE VASCONCELOS,Izidro Teixeira de Vasconcellos,1886-06-04,1941-03-01,2709400,AL,2686,Masculino,36,37,,
GILENO AMADO,Gileno Amado,1891-01-04,1969-07-29,2802106,SE,2698,Masculino,36,39,,
DEODATO MAIA,Deodato da Silva Maia Júnior,1878-11-29,1941-09-12,2804003,SE,2807,Masculino,36,37,,
AUGUSTO LEITE,Augusto César Leite,1886-07-30,1978-02-09,2805901,SE,4564,Masculino,36,36,,
MEDEIROS NETTO,Antônio Garcia de Medeiros Netto,1887-08-14,,2900801,BA,2702,Masculino,36,36,,
PAULO FILHO,Manoel Paulo Telles de Mattos Filho,1890-03-22,1969-03-15,2904902,BA,4616,Masculino,36,36,,
ALFREDO MASCARENHAS,Alfredo Pereira Mascarenhas,1873-09-24,1945-02-02,2904902,BA,4663,Masculino,36,37,,
ZOROASTRO GOUVEIA,Zoroastro Gouveia,1890-05-16,,2914505,BA,2805,Masculino,36,36,,
RUY SANTIAGO,Ruy Santiago,1898-05-05,,2916708,BA,2715,Masculino,36,36,,
ALFREDO DA MATA,Alfredo Augusto da Matta,1870-03-18,1954-03-03,2927408,BA,2689,Masculino,36,36,,
ALOYSIO FILHO,Aloysio Lopes de Carvalho Filho,1901-03-03,1970-02-28,2927408,BA,2693,Masculino,36,36,,
EDGARD SANCHES,Edgard Ribeiro Sanches,1891-09-01,1972-04-07,2927408,BA,4714,Masculino,36,37,,
ARTUR NEIVA,Artur Neiva,1880-03-22,1943-06-06,2927408,BA,2695,Masculino,36,37,,
CLEMENTE MARIANI,Clemente Mariani Bittencourt,1900-09-28,1981-08-13,2927408,BA,130318,Masculino,36,38,,
MARQUES DOS REIS,João Marques dos Reis,1890-06-23,1950-04-15,2927408,BA,4586,Masculino,36,36,,
MAGALHÃES NETO,Francisco Peixoto de Magalhães Neto,1897-06-26,1969-03-31,2927408,BA,2700,Masculino,36,37,,
FERNANDO DE ABREU,Fernando de Abreu,1884-12-05,1948-09-08,3100302,MG,4572,Masculino,36,36,,
ALEIXO PARAGUASSU,Aleixo Paraguassu,1881-07-17,1964-01-22,3103405,MG,4545,Masculino,36,36,,
CELSO MACHADO,Celso Porfírio de Araújo Machado,1895-02-15,1974-09-13,3104007,MG,130316,Masculino,36,38,,
ALBERTO DINIZ,Alberto Augusto Diniz,1868-10-30,1956-10-16,3105608,MG,4658,Masculino,36,37,,
SEBASTIÃO DE OLIVEIRA,Sebastião Luiz de Oliveira,1896-11-02,,3106903,MG,2817,Masculino,36,36,,
JOSÉ MARIA ALKMIM,JOSÉ MARIA ALKMIN,1901-06-11,1974-04-22,3107307,MG,131444,Masculino,36,44,,
JOÃO PINHEIRO,João Pinheiro da Silva Filho,1902-10-14,1956-07-10,3110004,MG,2823,Masculino,36,36,,
PEDRO DUTRA,Pedro Dutra Nicácio Neto,1893-04-25,1965-01-28,3115300,MG,4899,Masculino,36,38,,
POLICARPO VIOTTI,Policarpo de Magalhães Viotti,1880-06-16,1975-01-05,3115508,MG,4832,Masculino,36,37,,
JOÃO ALVES,João José Alves,1872-08-12,1934-11-04,3121605,MG,4853,Masculino,36,36,,
JACQUES MONTANDON,João Jacques Montandon,1872-02-05,1964-12-07,3124807,MG,4774,Masculino,36,37,,
NEWTON PIRES,Newton Ferreira Pires,1881-03-18,1957-11-04,3126109,MG,177636,Masculino,36,36,,
REZENDE PASSOS,Gabriel de Rezende Passos,1901-03-17,1962-07-20,3133501,MG,130774,Masculino,36,41,,
BELMIRO MEDEIROS,Belmiro Medeiros Silva,1895-07-01,1967-10-19,3136702,MG,2732,Masculino,36,37,,
PEDRO ALEIXO,Pedro Aleixo,1901-08-01,1975-03-03,3140001,MG,131102,Masculino,36,42,,
EUVALDO LODI,Euvaldo Lodi,1896-03-09,1956-01-18,3146107,MG,130569,Masculino,36,40,,
MELO FRANCO,Virgílio Alvim de Melo Franco,1897-07-12,1948-10-29,3146107,MG,2741,Masculino,36,37,,
BENEDITO VALADARES,Benedito Valladares Ribeiro,1892-12-04,1973-03-02,3147105,MG,130420,Masculino,36,39,,
JOSÉ CRISTIANO DO PRADO,José Cristiano do Prado,1874-03-29,1948-04-10,3147204,MG,4599,Masculino,36,36,,
ADÉLIO MACIEL,Adelio Dias Maciel,1889-01-18,1953-08-09,3148004,MG,4651,Masculino,36,37,,
SIMÃO DA CUNHA,Simão da Cunha Pereira,1883-05-02,1963-03-20,3148608,MG,1864,Masculino,36,37,,
CLEMENTE MEDRADO,Clemente Medrado Fernandes,1896-10-28,1961-04-20,3148707,MG,130554,Masculino,36,40,,
MARTINS SOARES,Luís Martins Soares,1888-11-22,1948-07-27,3152105,MG,4802,Masculino,36,37,,
LICURGO LEITE,Licurgo Leite,1877-09-28,,3152501,MG,4611,Masculino,36,36,,
JOÃO BERALDO,João Tavares Corrêa Beraldo,1891-02-20,1960-03-17,3152501,MG,4768,Masculino,36,37,,
VIEIRA MARQUES,José Vieira Marques,1877-09-28,1946-04-20,3157203,MG,4791,Masculino,36,37,,
DELFIM MOREIRA,Delphim Moreira Júnior,1904-09-28,1964-10-21,3159605,MG,2734,Masculino,36,37,,
AUGUSTO VIEGAS,Augusto Chagas Viegas,1881-09-17,1973-09-03,3165008,MG,130306,Masculino,36,38,,
CAMPOS DO AMARAL,Octavio Campos do Amaral,1885-11-07,1949-04-12,3171808,MG,4630,Masculino,36,36,,
CARLOS LINDEMBERG,Carlos Fernando Monteiro Lindemberg,1899-01-13,1991-01-06,3201209,ES,130311,Masculino,36,38,,
LAURO SANTOS,Lauro Faria Santos,1895-09-26,1942-10-20,3204906,ES,4607,Masculino,36,36,,
GILBERT GABEIRA,Gilbert Gabeira,,,3205309,ES,2813,Masculino,36,36,,
ANTONIO RODRIGUES,Antonio Rodrigues de Souza,1902-05-31,,3300308,RJ,4559,Masculino,36,36,,
ACÚRCIO TORRES,Acúrcio Francisco Torres,1897-04-12,1976-08-24,3301108,RJ,130288,Masculino,36,38,,
ACIR MEDEIROS,Acyr Medeiros,1900-02-13,,3302205,RJ,2808,Masculino,36,36,,
THIERS PERISSÉ,Júlio Thiers Perissé,1880-03-18,1949-03-06,3303005,RJ,4640,Masculino,36,36,,
OSCAR WEINSCHENCK,Oscar Weinschenck,1880-07-14,1949-10-19,3303302,RJ,4632,Masculino,36,36,,
LEVI CARNEIRO,Levi Fernandes Carneiro,1882-08-08,1971-09-05,3303302,RJ,4799,Masculino,36,37,,
PRADO KELLY,José Eduardo do Prado Kelly,1904-09-10,1986-11-11,3303302,RJ,130650,Masculino,36,40,,
TEIXEIRA LEITE,Edgard Teixeira Leite,1895-03-20,1983-07-21,3303708,RJ,2897,Masculino,36,37,,
MÁRIO RAMOS,Mário de Andrade Ramos,1879-05-28,1951-11-01,3304557,RJ,4620,Masculino,36,36,,
OLIVEIRA PASSOS,Francisco de Oliveira Passos,1878-07-02,1958-01-01,3304557,RJ,4574,Masculino,36,36,,
FÁBIO SODRÉ,Fábio de Azevedo Sodré,1891-09-24,1967-09-03,3304557,RJ,130254,Masculino,36,37,,
MIGUEL COUTO,Miguel de Oliveira Couto,1865-05-01,1934-06-06,3304557,RJ,2712,Masculino,36,36,,
AUGUSTO DO AMARAL PEIXOTO,Augusto do Amaral Peixoto Júnior,1901-11-07,1984-07-29,3304557,RJ,130413,Masculino,36,39,,
ROCHA FARIA,Carlos Telles da Rocha Faria,1883-10-13,1959-02-26,3304557,RJ,4567,Masculino,36,36,,
LUÍS TIRELLI,Luís Tirelli,1883-08-15,1945-10-13,3304557,RJ,4804,Masculino,36,37,,
DAVID MEINICKE,David Carlos Meinicke,1885-09-25,,3304557,RJ,2821,Masculino,36,36,,
GWYER DE AZEVEDO,Asdrubal Gwyer de Azevedo,1897-12-22,1970-01-07,3304607,RJ,2786,Masculino,36,36,,
SOARES FILHO,José Monteiro Soares Filho,1894-08-21,1952-05-24,3306206,RJ,130465,Masculino,36,39,,
ALMEIDA CAMARGO,José de Almeida Camargo,1903-10-01,1937-04-11,3501905,SP,4597,Masculino,36,36,,
ULPIANO DE SOUZA,José Ulpiano Pinto de Souza,1869-09-18,1957-03-31,3503208,SP,2797,Masculino,36,36,,
MORAIS LEME,Lino de Moraes Leme,1888-12-17,,3507605,SP,4612,Masculino,36,36,,
HENRIQUE BAYMA,Henrique Schimith Bayma,1891-12-20,1974-06-28,3507902,SP,2794,Masculino,36,36,,
FRANCISCO MOURA,Francisco Moura,1905-04-16,,3509502,SP,130257,Masculino,36,37,,
VERGUEIRO CÉSAR,Abelardo Vergueiro César,1894-07-21,1949-07-31,3515186,SP,2804,Masculino,36,37,,
GUARACI SILVEIRA,Guaraci Silveira,1893-09-27,1953-08-05,3516200,SP,2793,Masculino,36,38,,
RODRIGUES ALVES,Oscar Rodrigues Alves,1884-11-16,1951-08-08,3518404,SP,2802,Masculino,36,36,,
PINHEIRO LIMA,Ranulpho Pinheiro Lima,1884-02-08,1953-11-25,3523404,SP,2836,Masculino,36,36,,
PLINIO CORREIA DE OLIVEIRA,Plinio Corrêa de Oliveira,1908-12-13,1995-10-03,3526902,SP,4634,Masculino,36,36,,
BARROS PENTEADO,Antônio Augusto de Barros Penteado,1876-07-29,1958-12-06,3526902,SP,4668,Masculino,36,37,,
ALCÂNTARA MACHADO,José de Alcantara Machado de Oliveira,1875-10-19,1941-04-01,3538709,SP,4596,Masculino,36,36,,
ALEXANDRE SICILIANO,Alexandre Siciliano Júnior,1886-11-20,1963-07-08,3538709,SP,4546,Masculino,36,36,,
MONTEIRO DE BARROS,Theotônio Maurício Monteiro de Barros Filho,1901-12-31,1974-09-02,3543402,SP,130691,Masculino,36,40,,
ANTONIO COVELLO,Antonio Augusto Covello,1886-12-20,1942-11-23,3543907,SP,2791,Masculino,36,36,,
ABREU SODRÉ,Antonio Carlos de Abreu Sodré,1898-04-05,1946-11-18,3546405,SP,130244,Masculino,36,37,,
ROBERTO SIMONSEN,Roberto Cochrane Simonsen,1889-02-18,1948-05-25,3548500,SP,2831,Masculino,36,37,,
MORAIS ANDRADE,Carlos de Morais Andrade,1889-11-09,1971-01-09,3550308,SP,130313,Masculino,36,38,,
HORÁCIO LAFER,Horácio Lafer,1900-05-03,1965-06-29,3550308,SP,130788,Masculino,36,41,,
CARDOSO DE MELO NETO,José Joaquim Cardoso de Melo Neto,1883-07-19,1965-07-20,3550308,SP,130361,Masculino,36,38,,
MARIO WHATELY,Mario Thomaz Whately,1885-04-16,1943-06-19,3550308,SP,2799,Masculino,36,36,,
JOSÉ CARLOS,José Carlos de Macedo Soares,1883-10-06,1968-01-28,3550308,SP,4598,Masculino,36,36,,
PACHECO E SILVA,Antonio Carlos Pacheco e Silva,1898-05-29,1988-05-27,3550308,SP,4554,Masculino,36,36,,
JORGE AMERICANO,Jorge Americano,1891-08-25,1969-01-06,3550308,SP,4593,Masculino,36,36,,
CARLOTA DE QUEIRÓS,Carlota Pereira de Queirós,1892-02-13,1982-04-17,3550308,SP,1573,Feminino,36,37,,
HIPÓLITO DO REGO,Manuel Hipólito do Rego,1890-08-09,1950-02-13,3550704,SP,130275,Masculino,36,37,,
AUGUSTO CORSINO,Augusto Varela Corsino,1894-04-28,,3554102,SP,130247,Masculino,36,37,,
ALBERTO SUREK,Alberto Surek,1899-04-21,1948-02-21,4101804,PR,130243,Masculino,36,37,,
PLÍNIO TOURINHO,Plínio Alves Monteiro Tourinho,1882-02-08,1950-08-29,4106902,PR,4830,Masculino,36,37,,
WALDEMAR REYKDALL,Waldemar Reykdall,1890-09-22,,4106902,PR,2819,Masculino,36,36,,
LACERDA WERNECK,Frederico Virmond Lacerda Werneck,1891-11-10,1960-11-25,4109401,PR,2798,Masculino,36,36,,
LACERDA PINTO,Manuel Lacerda Pinto,1893-12-04,1974-02-15,4113205,PR,4615,Masculino,36,36,,
ANTÔNIO JORGE,Antônio Jorge Machado Lima,1886-10-26,1960-05-08,4119905,PR,4557,Masculino,36,36,,
ARÃO REBELO,Aarão Rebelo,1906-02-25,1989-03-24,4208203,SC,130721,Masculino,36,41,,
CARLOS GOMES DE OLIVEIRA,Carlos Gomes de Oliveira,1894-10-12,1997-08-15,4209102,SC,130249,Masculino,36,37,,
ALVARO SOARES VENTURA,Alvaro Soares Ventura,1893-09-20,1989-07-10,4216602,SC,130226,Masculino,36,36,,
JOÃO VITACA,João Miguel Vitáca,1900-09-29,,4304507,RS,4587,Masculino,36,36,,
ANNES DIAS,Heitor Annes Dias,1884-07-19,1943-11-07,4306106,RS,4744,Masculino,36,37,,
DEMÉTRIO XAVIER,Demétrio Mercio Xavier,1893-03-25,1955-09-09,4306601,RS,4709,Masculino,36,37,,
RENATO BARBOSA,RENATO RODRIGUES BARBOSA,1885-03-01,1965-12-29,4311007,RS,130282,Masculino,36,37,,
PEDRO RACHE,Pedro Demóstenes Rache,1879-07-10,1959-11-06,4311007,RS,4825,Masculino,36,37,,
MINUANO DE MOURA,Euclydes Minuano Freitas de Moura,1893-01-26,1965-09-16,4314407,RS,4570,Masculino,36,36,,
VITOR RUSSOMANO,Victor Russomano,1890-10-12,1937-09-20,4314407,RS,2783,Masculino,36,37,,
SIMÕES LOPES,Augusto Simões Lopes,1880-07-15,1941-10-15,4314407,RS,4565,Masculino,36,36,,
FANFA RIBAS,João Fanfa Ribas,1869-04-01,1955-07-14,4314902,RS,2778,Masculino,36,37,,
PEDRO VERGARA,Pedro Leão Fernandes Espinosa Vergara,1895-06-18,1979-07-29,4314902,RS,130279,Masculino,36,38,,
RICARDO MACHADO,Ricardo Pereira Machado,1872-03-04,1955-01-04,4314902,RS,2830,Masculino,36,37,,
GASTÃO DE BRITO,Gastão de Brito,1893-04-05,,4314902,RS,2822,Masculino,36,37,,
RAUL BITENCOURT,Raul Jobim Bittencourt,1902-01-02,1985-03-20,4314902,RS,130280,Masculino,36,37,,
EDMAR CARVALHO,Edmar da Silva Carvalho,1898-10-05,,4314902,RS,130253,Masculino,36,37,,
IDÁLIO SARDEMBERG,Idálio Sardemberg,1906-04-18,1987-05-31,4314902,RS,4583,Masculino,36,36,,
ASCÂNIO TUBINO,João Ascânio Moura Tubino,1895-09-09,1967-09-23,4315305,RS,4759,Masculino,36,37,,
ARMANDO LAYDNER,Armando Avellanar Laydner,1907-10-17,,4316907,RS,130230,Masculino,36,36,,
FREDERICO WOLFFENBÜTTEL,Frederico João Wolffenbüttel,1875-12-18,1953-11-30,4318705,RS,130258,Masculino,36,37,,
MAURÍCIO CARDOSO,Joaquim Maurício Cardoso,1888-08-09,1938-05-22,4320800,RS,4591,Masculino,36,36,,
ADROALDO COSTA,Adroaldo Mesquita da Costa,1894-07-09,1985-12-12,4321303,RS,130389,Masculino,36,39,,
MORAES PAIVA,Mário de Moraes Paiva,1891-05-09,1968-10-09,4322400,RS,4810,Masculino,36,37,,
ALFREDO PACHECO,Alfredo Corrêa Pacheco,1897-03-09,,5103403,MT,4548,Masculino,36,36,,
GENEROSO PONCE,Generoso Ponce Filho,1898-08-06,1972-07-24,5103403,MT,2729,Masculino,36,37,,
JOSÉ HONORATO,José Honorato da Silva e Souza,1898-05-02,1952-02-28,5208707,GO,4600,Masculino,36,36,,
DOMINGOS VELLASCO,Domingos Netto de Vellasco,1899-10-08,1973-03-10,5208905,GO,130749,Masculino,36,41,,
FURTADO DE MENEZES,Joaquim Furtado de Menezes,1875-10-19,1940-06-20,5300108,DF,2735,Masculino,36,37,,
ABEL DOS SANTOS,Abel José dos Santos,,,,,2952,Masculino,37,37,,
VICENTE MIGUEL,Vicente Miguel da Silva Abreu,,,,,4849,Masculino,37,37,,
SILVA COSTA,Manoel de Silva Costa,,,,,2951,Masculino,37,37,,
CARDOSO AIRES,Adolfo Cardoso Aires,,,,,2943,Masculino,37,37,,
ABÍLIO DE ASSIS,Abílio Faustino de Assis,,,,,2947,Masculino,37,37,,
DARIO CRESPO,Dario Centeno Crespo,,1980-11-16,,,4707,Masculino,37,37,,
AGOSTINHO MONTEIRO,Agostinho de Meneses de Monteiro,1891-07-20,1976-09-01,,,130291,Masculino,37,38,,
EURICO RIBEIRO,Eurico Ribeiro da Costa,,,,,2954,Masculino,37,37,,
CARLOS DE GUSMÃO,Carlos Cavalcanti de Gusmão,1885-09-11,,,AL,2838,Masculino,37,37,,
ADALBERTO CAMARGO,Adalberto Bezerra Camargo,,1936-07-26,,,2944,Masculino,37,37,,
ARLINDO PINTO,Arlindo Ferreira Leite Pinto,,,,,2931,Masculino,37,37,,
THOMPSON FLORES,Carlos Thompson Flores Neto,,1976-05-14,,RS,2965,Masculino,37,37,,
CARLOS MANGABEIRA,CARLOS MANGABEIRA,,1957-05-03,,,130250,Masculino,37,37,,
LEÔNCIO ARAÚJO,Leôncio Gomes de Araújo,,,,,2935,Masculino,37,37,,
CARLOS LUZ,Carlos Coimbra da Luz,1894-08-04,1961-02-09,,MG,130731,Masculino,37,41,,
DAMAS ORTIZ,Manuel Damas Ortiz,,,,,2945,Masculino,37,37,,
JAIRO FRANCO,Jairo Franco,,,,,130262,Masculino,37,37,,
PEDRO JORGE,Pedro Jorge Pereira de Melo,,,,,2956,Masculino,37,37,,
AGENOR RABELO,Agenor Ferreira Rabelo,1894-12-21,1981-08-07,,RJ,2905,Masculino,37,37,,
SÍLVIO LEITÃO,Sílvio Pelico Leitão,,1982-03-30,,,2963,Masculino,37,37,,
ALOÍSIO DE ARAÚJO,Aloísio de Araújo,,,,,2842,Masculino,37,37,,
ANTÔNIO DE GÓIS,Antônio de Góis Cavalcanti,,1957-07-23,,,2891,Masculino,37,37,,
BENJAMIM VIEIRA,Benjamim da Luz Vieira,1891-12-23,1947-12-04,,GO,4695,Masculino,37,37,,
ADELMAR ROCHA,Adelmar Soares da Rocha,1892-01-01,1973-01-11,,PI,4856,Masculino,37,38,,
